,Min1,Max1,Min2,Max2
Compliance (L/cmh20),0.15,,,
Port,Patient,,,
Left Pressure (cmH20),6,6.5,,
Right Pressure (cmH20),3,3.5,,
Left Volume(L),0.4,0.49,0.4,0.48
Right Volume(L),0.39,0.47,0.4,0.48
Breat Rate (breath/min),15,,,
I:E,1:3,,,
Flow Rate (L/min),10,,,
,,,,
17:48:21.500 -> S-0.01 -4.39 157.86 2.37,,,,
17:48:21.500 -> S-0.01 -4.30 157.86 2.37,,,,
17:48:21.500 -> S-0.01 -4.28 157.86 2.37,,,,
17:48:21.538 -> S-0.01 -4.39 157.86 2.37,,,,
17:48:21.538 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.538 -> S-0.01 -4.63 157.86 2.37,,,,
17:48:21.538 -> S-0.02 -4.66 157.86 2.37,,,,
17:48:21.538 -> S-0.01 -4.47 157.86 2.37,,,,
17:48:21.538 -> S-0.01 -4.33 157.86 2.37,,,,
17:48:21.538 -> S-0.01 -4.36 157.86 2.37,,,,
17:48:21.572 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.572 -> S-0.02 -4.74 157.86 2.37,,,,
17:48:21.572 -> S-0.02 -4.79 157.86 2.37,,,,
17:48:21.572 -> S-0.02 -4.79 157.86 2.37,,,,
17:48:21.572 -> S-0.02 -4.74 157.86 2.37,,,,
17:48:21.610 -> S-0.02 -4.74 157.86 2.37,,,,
17:48:21.610 -> S-0.02 -4.71 157.86 2.37,,,,
17:48:21.610 -> S-0.01 -4.61 157.86 2.37,,,,
17:48:21.610 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.610 -> S-0.01 -4.50 157.86 2.37,,,,
17:48:21.610 -> S-0.01 -4.58 157.86 2.37,,,,
17:48:21.647 -> S-0.02 -4.71 157.86 2.37,,,,
17:48:21.647 -> S-0.02 -4.71 157.86 2.37,,,,
17:48:21.647 -> S-0.02 -4.74 157.86 2.37,,,,
17:48:21.647 -> S-0.02 -4.68 157.86 2.37,,,,
17:48:21.647 -> S-0.01 -4.61 157.86 2.37,,,,
17:48:21.647 -> S-0.01 -4.58 157.86 2.37,,,,
17:48:21.647 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.685 -> S-0.01 -4.61 157.86 2.37,,,,
17:48:21.685 -> S-0.02 -4.68 157.86 2.37,,,,
17:48:21.685 -> S-0.02 -4.68 157.86 2.37,,,,
17:48:21.685 -> S-0.01 -4.63 157.86 2.37,,,,
17:48:21.685 -> S-0.01 -4.55 157.86 2.37,,,,
17:48:21.685 -> S-0.01 -4.55 157.86 2.37,,,,
17:48:21.722 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.722 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.722 -> S-0.02 -4.66 157.86 2.37,,,,
17:48:21.722 -> S-0.02 -4.68 157.86 2.37,,,,
17:48:21.722 -> S-0.01 -4.63 157.86 2.37,,,,
17:48:21.722 -> S-0.01 -4.55 157.86 2.37,,,,
17:48:21.755 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.755 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.755 -> S-0.01 -4.55 157.86 2.37,,,,
17:48:21.755 -> S-0.01 -4.47 157.86 2.37,,,,
17:48:21.755 -> S-0.01 -4.42 157.86 2.37,,,,
17:48:21.755 -> S-0.01 -4.44 157.86 2.37,,,,
17:48:21.788 -> S-0.01 -4.44 157.86 2.37,,,,
17:48:21.788 -> S-0.01 -4.58 157.86 2.37,,,,
17:48:21.788 -> S-0.02 -4.66 157.86 2.37,,,,
17:48:21.788 -> S-0.01 -4.63 157.86 2.37,,,,
17:48:21.788 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.823 -> S-0.01 -4.47 157.86 2.37,,,,
17:48:21.823 -> S-0.01 -4.42 157.86 2.37,,,,
17:48:21.823 -> S-0.01 -4.47 157.86 2.37,,,,
17:48:21.823 -> S-0.01 -4.50 157.86 2.37,,,,
17:48:21.823 -> S-0.01 -4.44 157.86 2.37,,,,
17:48:21.823 -> S-0.01 -4.44 157.86 2.37,,,,
17:48:21.860 -> S-0.01 -4.47 157.86 2.37,,,,
17:48:21.860 -> S-0.01 -4.47 157.86 2.37,,,,
17:48:21.860 -> S-0.01 -4.47 157.86 2.37,,,,
17:48:21.860 -> S-0.01 -4.39 157.86 2.37,,,,
17:48:21.860 -> S-0.01 -4.39 157.86 2.37,,,,
17:48:21.860 -> S-0.01 -4.42 157.86 2.37,,,,
17:48:21.896 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.896 -> S-0.01 -4.58 157.86 2.37,,,,
17:48:21.896 -> S-0.01 -4.58 157.86 2.37,,,,
17:48:21.896 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.896 -> S-0.01 -4.44 157.86 2.37,,,,
17:48:21.896 -> S-0.01 -4.39 157.86 2.37,,,,
17:48:21.931 -> S-0.01 -4.42 157.86 2.37,,,,
17:48:21.931 -> S-0.01 -4.36 157.86 2.37,,,,
17:48:21.931 -> S-0.01 -4.39 157.86 2.37,,,,
17:48:21.931 -> S-0.01 -4.36 157.86 2.37,,,,
17:48:21.931 -> S-0.01 -4.36 157.86 2.37,,,,
17:48:21.931 -> S-0.01 -4.44 157.86 2.37,,,,
17:48:21.966 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:21.966 -> S-0.01 -4.55 157.86 2.37,,,,
17:48:21.966 -> S-0.01 -4.55 157.86 2.37,,,,
17:48:21.966 -> S-0.01 -4.44 157.86 2.37,,,,
17:48:21.966 -> S-0.01 -4.36 157.86 2.37,,,,
17:48:21.966 -> S-0.01 -4.28 157.86 2.37,,,,
17:48:22.004 -> S-0.01 -4.36 157.86 2.37,,,,
17:48:22.004 -> S-0.01 -4.47 157.86 2.37,,,,
17:48:22.004 -> S-0.01 -4.53 157.86 2.37,,,,
17:48:22.004 -> S-0.01 -4.39 157.86 2.37,,,,
17:48:22.004 -> S-0.01 -4.33 157.86 2.37,,,,
17:48:22.004 -> S-0.01 -4.30 157.86 2.37,,,,
17:48:22.037 -> S-0.01 -4.28 157.86 2.37,,,,
17:48:22.037 -> S-0.01 -4.25 157.86 2.37,,,,
17:48:22.037 -> S-0.01 -4.22 157.86 2.37,,,,
17:48:22.037 -> S-0.01 -4.22 157.86 2.37,,,,
17:48:22.037 -> S-0.01 -4.30 157.86 2.37,,,,
17:48:22.037 -> S-0.01 -4.42 157.86 2.37,,,,
17:48:22.071 -> S-0.01 -4.47 157.86 2.37,,,,
17:48:22.071 -> S-0.01 -4.42 157.86 2.37,,,,
17:48:22.071 -> S-0.01 -4.30 157.86 2.37,,,,
17:48:22.071 -> S-0.01 -4.19 157.86 2.37,,,,
17:48:22.071 -> S-0.01 -4.19 157.86 2.37,,,,
17:48:22.106 -> S-0.01 -4.25 157.86 2.37,,,,
17:48:22.106 -> S-0.01 -4.30 157.86 2.37,,,,
17:48:22.106 -> S-0.01 -4.36 157.86 2.37,,,,
17:48:22.106 -> S-0.01 -4.33 157.86 2.37,,,,
17:48:22.106 -> S-0.01 -4.28 157.86 2.37,,,,
17:48:22.106 -> S-0.01 -4.22 157.86 2.37,,,,
17:48:22.144 -> S-0.01 -4.16 157.86 2.37,,,,
17:48:22.144 -> S-0.01 -4.16 157.86 2.37,,,,
17:48:22.144 -> S-0.01 -4.19 157.86 2.37,,,,
17:48:22.144 -> S-0.01 -4.22 157.86 2.37,,,,
17:48:22.144 -> S-0.01 -4.25 157.86 2.37,,,,
17:48:22.144 -> S-0.01 -4.25 157.86 2.37,,,,
17:48:22.144 -> S-0.01 -4.19 157.86 2.37,,,,
17:48:22.177 -> S-0.01 -4.16 157.86 2.37,,,,
17:48:22.177 -> S-0.01 -4.10 157.86 2.37,,,,
17:48:22.177 -> S-0.01 -4.10 157.86 2.37,,,,
17:48:22.177 -> S-0.01 -4.13 157.86 2.37,,,,
17:48:22.177 -> S-0.01 -4.13 157.86 2.37,,,,
17:48:22.215 -> S-0.01 -4.13 157.86 2.37,,,,
17:48:22.215 -> S-0.01 -4.04 157.86 2.37,,,,
17:48:22.215 -> S-0.01 -4.04 157.86 2.37,,,,
17:48:22.215 -> S-0.01 -4.07 157.86 2.37,,,,
17:48:22.215 -> S-0.01 -4.07 157.86 2.37,,,,
17:48:22.215 -> S-0.01 -4.22 157.86 2.37,,,,
17:48:22.249 -> S-0.01 -4.30 157.86 2.37,,,,
17:48:22.249 -> S-0.01 -4.16 157.86 2.37,,,,
17:48:22.249 -> S-0.01 -4.13 157.86 2.37,,,,
17:48:22.249 -> S-0.01 -4.25 157.86 2.37,,,,
17:48:22.249 -> S-0.01 -4.39 157.86 2.37,,,,
17:48:22.249 -> S-0.01 -4.28 157.86 2.37,,,,
17:48:22.282 -> S-0.01 -4.19 157.86 2.37,,,,
17:48:22.282 -> S-0.01 -4.19 157.86 2.37,,,,
17:48:22.282 -> S-0.01 -4.13 157.86 2.37,,,,
17:48:22.282 -> S-0.01 -4.04 157.86 2.37,,,,
17:48:22.282 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.316 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.316 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.316 -> S-0.01 -4.01 157.86 2.37,,,,
17:48:22.316 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.316 -> S-0.01 -3.92 157.86 2.37,,,,
17:48:22.316 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.351 -> S-0.01 -4.04 157.86 2.37,,,,
17:48:22.351 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.351 -> S-0.01 -3.89 157.86 2.37,,,,
17:48:22.351 -> S-0.01 -3.95 157.86 2.37,,,,
17:48:22.351 -> S-0.01 -4.01 157.86 2.37,,,,
17:48:22.351 -> S-0.01 -4.01 157.86 2.37,,,,
17:48:22.388 -> S-0.01 -4.07 157.86 2.37,,,,
17:48:22.388 -> S-0.01 -4.10 157.86 2.37,,,,
17:48:22.388 -> S-0.01 -4.16 157.86 2.37,,,,
17:48:22.388 -> S-0.01 -4.16 157.86 2.37,,,,
17:48:22.388 -> S-0.01 -4.04 157.86 2.37,,,,
17:48:22.388 -> S-0.01 -3.95 157.86 2.37,,,,
17:48:22.421 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.421 -> S-0.01 -4.10 157.86 2.37,,,,
17:48:22.421 -> S-0.01 -4.10 157.86 2.37,,,,
17:48:22.421 -> S-0.01 -4.01 157.86 2.37,,,,
17:48:22.421 -> S-0.01 -3.92 157.86 2.37,,,,
17:48:22.458 -> S-0.01 -3.92 157.86 2.37,,,,
17:48:22.458 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.458 -> S-0.01 -4.01 157.86 2.37,,,,
17:48:22.458 -> S-0.01 -4.04 157.86 2.37,,,,
17:48:22.458 -> S-0.01 -4.10 157.86 2.37,,,,
17:48:22.458 -> S-0.01 -4.22 157.86 2.37,,,,
17:48:22.458 -> S-0.01 -4.28 157.86 2.37,,,,
17:48:22.493 -> S-0.01 -4.28 157.86 2.37,,,,
17:48:22.493 -> S-0.01 -4.28 157.86 2.37,,,,
17:48:22.493 -> S-0.01 -4.28 157.86 2.37,,,,
17:48:22.493 -> S-0.01 -4.22 157.86 2.37,,,,
17:48:22.493 -> S-0.01 -4.13 157.86 2.37,,,,
17:48:22.493 -> S-0.01 -4.04 157.86 2.37,,,,
17:48:22.527 -> S-0.01 -4.04 157.86 2.37,,,,
17:48:22.527 -> S-0.01 -4.07 157.86 2.37,,,,
17:48:22.527 -> S-0.01 -4.07 157.86 2.37,,,,
17:48:22.527 -> S-0.01 -4.01 157.86 2.37,,,,
17:48:22.527 -> S-0.01 -3.95 157.86 2.37,,,,
17:48:22.564 -> S-0.01 -3.89 157.86 2.37,,,,
17:48:22.564 -> S-0.01 -3.92 157.86 2.37,,,,
17:48:22.564 -> S-0.01 -3.92 157.86 2.37,,,,
17:48:22.564 -> S-0.01 -3.86 157.86 2.37,,,,
17:48:22.564 -> S-0.01 -3.86 157.86 2.37,,,,
17:48:22.564 -> S-0.01 -3.89 157.86 2.37,,,,
17:48:22.602 -> S-0.01 -3.89 157.86 2.37,,,,
17:48:22.602 -> S-0.01 -3.92 157.86 2.37,,,,
17:48:22.602 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.602 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.602 -> S-0.01 -3.92 157.86 2.37,,,,
17:48:22.602 -> S-0.01 -3.89 157.86 2.37,,,,
17:48:22.602 -> S-0.01 -3.82 157.86 2.37,,,,
17:48:22.636 -> S-0.01 -3.82 157.86 2.37,,,,
17:48:22.636 -> S-0.01 -3.79 157.86 2.37,,,,
17:48:22.636 -> S-0.01 -3.79 157.86 2.37,,,,
17:48:22.636 -> S-0.01 -3.86 157.86 2.37,,,,
17:48:22.636 -> S-0.01 -3.95 157.86 2.37,,,,
17:48:22.636 -> S-0.01 -4.01 157.86 2.37,,,,
17:48:22.671 -> S-0.01 -3.98 157.86 2.37,,,,
17:48:22.671 -> S-0.01 -3.92 157.86 2.37,,,,
17:48:22.671 -> S-0.01 -3.95 157.86 2.37,,,,
17:48:22.671 -> S-0.01 -4.04 157.86 2.37,,,,
17:48:22.671 -> S-0.01 -4.10 157.86 2.37,,,,
17:48:22.671 -> S-0.01 -4.01 157.86 2.37,,,,
17:48:22.704 -> S-0.01 -3.92 157.86 2.37,,,,
17:48:22.704 -> S-0.01 -3.86 157.86 2.37,,,,
17:48:22.704 -> S-0.01 -3.86 157.86 2.37,,,,
17:48:22.704 -> S-0.01 -3.95 157.86 2.37,,,,
17:48:22.704 -> S-0.01 -3.95 157.86 2.37,,,,
17:48:22.741 -> S-0.01 -3.89 157.86 2.37,,,,
17:48:22.741 -> S-0.01 -3.82 157.86 2.37,,,,
17:48:22.741 -> S-0.01 -3.79 157.86 2.37,,,,
17:48:22.741 -> S-0.01 -3.82 157.86 2.37,,,,
17:48:22.741 -> S-0.01 -3.76 157.86 2.37,,,,
17:48:22.741 -> S0.00 2.61 157.86 2.37,,,,
17:48:22.776 -> S0.07 9.71 157.86 2.37,,,,
17:48:22.776 -> S0.11 12.43 157.86 2.37,,,,
17:48:22.776 -> S0.17 15.79 157.86 2.37,,,,
17:48:22.776 -> S0.17 15.58 157.86 2.37,,,,
17:48:22.776 -> S0.16 14.91 157.86 2.37,,,,
17:48:22.776 -> S0.12 13.31 157.86 2.37,,,,
17:48:22.810 -> S0.11 12.36 157.86 2.37,,,,
17:48:22.810 -> S0.09 11.06 157.86 2.37,,,,
17:48:22.810 -> S0.08 10.73 157.86 2.37,,,,
17:48:22.810 -> S0.06 9.55 157.86 2.37,,,,
17:48:22.810 -> S0.06 9.40 157.86 2.37,,,,
17:48:22.847 -> S0.07 10.17 157.86 2.37,,,,
17:48:22.847 -> S0.08 10.89 157.86 2.37,,,,
17:48:22.847 -> S0.09 11.42 157.86 2.37,,,,
17:48:22.847 -> S0.10 11.76 157.86 2.37,,,,
17:48:22.847 -> S0.10 12.14 157.86 2.37,,,,
17:48:22.847 -> S0.11 12.35 157.86 2.37,,,,
17:48:22.885 -> S0.10 12.03 157.86 2.37,,,,
17:48:22.885 -> S0.09 11.46 157.86 2.37,,,,
17:48:22.885 -> S0.09 11.13 157.86 2.37,,,,
17:48:22.885 -> S0.08 11.01 157.86 2.37,,,,
17:48:22.885 -> S0.08 10.57 157.86 2.37,,,,
17:48:22.885 -> S0.07 10.35 157.86 2.37,,,,
17:48:22.885 -> S0.08 10.72 157.86 2.37,,,,
17:48:22.920 -> S0.09 11.20 157.86 2.37,,,,
17:48:22.920 -> S0.10 11.82 157.86 2.37,,,,
17:48:22.920 -> S0.10 12.18 157.86 2.37,,,,
17:48:22.920 -> S0.10 11.91 157.86 2.37,,,,
17:48:22.920 -> S0.10 11.80 157.86 2.37,,,,
17:48:22.920 -> S0.09 11.41 157.86 2.37,,,,
17:48:22.953 -> S0.09 11.28 157.86 2.37,,,,
17:48:22.953 -> S0.08 11.02 157.86 2.37,,,,
17:48:22.953 -> S0.08 10.74 157.86 2.37,,,,
17:48:22.953 -> S0.09 11.23 157.86 2.37,,,,
17:48:22.953 -> S0.10 11.75 157.86 2.37,,,,
17:48:22.988 -> S0.10 11.69 157.86 2.37,,,,
17:48:22.988 -> S0.09 11.53 157.86 2.37,,,,
17:48:22.988 -> S0.10 11.68 157.86 2.37,,,,
17:48:22.988 -> S0.09 11.63 157.86 2.37,,,,
17:48:22.988 -> S0.09 11.60 157.86 2.37,,,,
17:48:22.988 -> S0.09 11.41 157.86 2.37,,,,
17:48:23.022 -> S0.09 11.12 157.86 2.37,,,,
17:48:23.022 -> S0.08 10.99 157.86 2.37,,,,
17:48:23.022 -> S0.08 10.98 157.86 2.37,,,,
17:48:23.022 -> S0.08 11.02 157.86 2.37,,,,
17:48:23.022 -> S0.09 11.07 157.86 2.37,,,,
17:48:23.022 -> S0.09 11.22 157.86 2.37,,,,
17:48:23.056 -> S0.09 11.43 157.86 2.37,,,,
17:48:23.056 -> S0.09 11.38 157.86 2.37,,,,
17:48:23.056 -> S0.09 11.66 157.86 2.37,,,,
17:48:23.056 -> S0.09 11.60 157.86 2.37,,,,
17:48:23.056 -> S0.09 11.29 157.86 2.37,,,,
17:48:23.093 -> S0.09 11.24 157.86 2.37,,,,
17:48:23.093 -> S0.09 11.53 157.86 2.37,,,,
17:48:23.093 -> S0.09 11.29 157.86 2.37,,,,
17:48:23.093 -> S0.09 11.25 157.86 2.37,,,,
17:48:23.093 -> S0.09 11.18 157.86 2.37,,,,
17:48:23.093 -> S0.09 11.35 157.86 2.37,,,,
17:48:23.128 -> S0.09 11.16 157.86 2.37,,,,
17:48:23.128 -> S0.09 11.16 157.86 2.37,,,,
17:48:23.128 -> S0.09 11.23 157.86 2.37,,,,
17:48:23.128 -> S0.09 11.38 157.86 2.37,,,,
17:48:23.128 -> S0.09 11.36 157.86 2.37,,,,
17:48:23.128 -> S0.09 11.26 157.86 2.37,,,,
17:48:23.162 -> S0.09 11.38 157.86 2.37,,,,
17:48:23.162 -> S0.09 11.22 157.86 2.37,,,,
17:48:23.162 -> S0.08 10.95 157.86 2.37,,,,
17:48:23.162 -> S0.09 11.07 157.86 2.37,,,,
17:48:23.162 -> S0.09 11.11 157.86 2.37,,,,
17:48:23.162 -> S0.09 11.29 157.86 2.37,,,,
17:48:23.199 -> S0.09 11.24 157.86 2.37,,,,
17:48:23.199 -> S0.09 11.28 157.86 2.37,,,,
17:48:23.199 -> S0.09 11.42 157.86 2.37,,,,
17:48:23.199 -> S0.09 11.36 157.86 2.37,,,,
17:48:23.199 -> S0.09 11.45 157.86 2.37,,,,
17:48:23.199 -> S0.09 11.30 157.86 2.37,,,,
17:48:23.235 -> S0.09 11.10 157.86 2.37,,,,
17:48:23.235 -> S0.09 11.36 157.86 2.37,,,,
17:48:23.235 -> S0.09 11.37 157.86 2.37,,,,
17:48:23.235 -> S0.09 11.20 157.86 2.37,,,,
17:48:23.235 -> S0.09 11.13 157.86 2.37,,,,
17:48:23.235 -> S0.09 11.10 157.86 2.37,,,,
17:48:23.271 -> S0.09 11.12 157.86 2.37,,,,
17:48:23.271 -> S0.09 11.42 157.86 2.37,,,,
17:48:23.271 -> S0.09 11.49 157.86 2.37,,,,
17:48:23.271 -> S0.09 11.35 157.86 2.37,,,,
17:48:23.271 -> S0.09 11.36 157.86 2.37,,,,
17:48:23.271 -> S0.09 11.38 157.86 2.37,,,,
17:48:23.305 -> S0.09 11.31 157.86 2.37,,,,
17:48:23.305 -> S0.09 11.26 157.86 2.37,,,,
17:48:23.305 -> S0.09 11.34 157.86 2.37,,,,
17:48:23.305 -> S0.09 11.24 157.86 2.37,,,,
17:48:23.305 -> S0.09 11.22 157.86 2.37,,,,
17:48:23.305 -> S0.09 11.41 157.86 2.37,,,,
17:48:23.305 -> S0.09 11.37 157.86 2.37,,,,
17:48:23.341 -> S0.09 11.42 157.86 2.37,,,,
17:48:23.341 -> S0.09 11.40 157.86 2.37,,,,
17:48:23.341 -> S0.09 11.45 157.86 2.37,,,,
17:48:23.341 -> S0.09 11.16 157.86 2.37,,,,
17:48:23.341 -> S0.09 11.21 157.86 2.37,,,,
17:48:23.379 -> S0.09 11.24 157.86 2.37,,,,
17:48:23.379 -> S0.09 11.20 157.86 2.37,,,,
17:48:23.379 -> S0.09 11.39 157.86 2.37,,,,
17:48:23.379 -> S0.09 11.47 157.86 2.37,,,,
17:48:23.379 -> S0.09 11.35 157.86 2.37,,,,
17:48:23.379 -> S0.09 11.26 157.86 2.37,,,,
17:48:23.412 -> S0.09 11.30 157.86 2.37,,,,
17:48:23.412 -> S0.09 11.40 157.86 2.37,,,,
17:48:23.412 -> S0.09 11.18 157.86 2.37,,,,
17:48:23.412 -> S0.09 11.47 157.86 2.37,,,,
17:48:23.412 -> S0.09 11.41 157.86 2.37,,,,
17:48:23.412 -> S0.09 11.66 157.86 2.37,,,,
17:48:23.448 -> S0.09 11.57 157.86 2.37,,,,
17:48:23.448 -> S0.09 11.29 157.86 2.37,,,,
17:48:23.448 -> S0.09 11.39 157.86 2.37,,,,
17:48:23.448 -> S0.09 11.52 157.86 2.37,,,,
17:48:23.448 -> S0.09 11.50 157.86 2.37,,,,
17:48:23.448 -> S0.09 11.62 157.86 2.37,,,,
17:48:23.486 -> S0.09 11.30 157.86 2.37,,,,
17:48:23.486 -> S0.09 11.16 157.86 2.37,,,,
17:48:23.486 -> S0.09 11.44 157.86 2.37,,,,
17:48:23.486 -> S0.09 11.40 157.86 2.37,,,,
17:48:23.486 -> S0.09 11.39 157.86 2.37,,,,
17:48:23.486 -> S0.09 11.54 157.86 2.37,,,,
17:48:23.486 -> S0.09 11.46 157.86 2.37,,,,
17:48:23.521 -> S0.09 11.37 157.86 2.37,,,,
17:48:23.521 -> S0.09 11.35 157.86 2.37,,,,
17:48:23.521 -> S0.09 11.26 157.86 2.37,,,,
17:48:23.521 -> S0.09 11.57 157.86 2.37,,,,
17:48:23.521 -> S0.09 11.37 157.86 2.37,,,,
17:48:23.554 -> S0.09 11.39 157.86 2.37,,,,
17:48:23.554 -> S0.09 11.30 157.86 2.37,,,,
17:48:23.554 -> S0.09 11.25 157.86 2.37,,,,
17:48:23.554 -> S0.09 11.29 157.86 2.37,,,,
17:48:23.554 -> S0.09 11.18 157.86 2.37,,,,
17:48:23.588 -> S0.09 11.16 157.86 2.37,,,,
17:48:23.588 -> S0.09 11.25 157.86 2.37,,,,
17:48:23.588 -> S0.09 11.29 157.86 2.37,,,,
17:48:23.588 -> S0.09 11.23 157.86 2.37,,,,
17:48:23.588 -> S0.09 11.27 157.86 2.37,,,,
17:48:23.588 -> S0.09 11.21 157.86 2.37,,,,
17:48:23.625 -> S0.09 11.15 157.86 2.37,,,,
17:48:23.625 -> S0.09 11.29 157.86 2.37,,,,
17:48:23.625 -> S0.09 11.18 157.86 2.37,,,,
17:48:23.625 -> S0.09 11.39 157.86 2.37,,,,
17:48:23.625 -> S0.10 11.70 157.86 2.37,,,,
17:48:23.625 -> S0.09 11.61 157.86 2.37,,,,
17:48:23.659 -> S0.09 11.37 157.86 2.37,,,,
17:48:23.659 -> S0.09 11.14 157.86 2.37,,,,
17:48:23.659 -> S0.09 11.41 157.86 2.37,,,,
17:48:23.659 -> S0.09 11.62 157.86 2.37,,,,
17:48:23.659 -> S0.09 11.39 157.86 2.37,,,,
17:48:23.659 -> S0.09 11.64 157.86 2.37,,,,
17:48:23.693 -> S0.09 11.57 157.86 2.37,,,,
17:48:23.693 -> S0.10 11.70 157.86 2.37,,,,
17:48:23.693 -> S0.10 11.73 157.86 2.37,,,,
17:48:23.693 -> S0.09 11.28 157.86 2.37,,,,
17:48:23.693 -> S0.09 11.18 157.86 2.37,,,,
17:48:23.693 -> S0.09 11.10 157.86 2.37,,,,
17:48:23.732 -> S0.09 11.10 157.86 2.37,,,,
17:48:23.732 -> S0.09 11.17 157.86 2.37,,,,
17:48:23.732 -> S0.09 11.18 157.86 2.37,,,,
17:48:23.732 -> S0.09 11.54 157.86 2.37,,,,
17:48:23.732 -> S0.10 12.00 157.86 2.37,,,,
17:48:23.732 -> S0.09 11.52 157.86 2.37,,,,
17:48:23.765 -> S0.09 11.29 157.86 2.37,,,,
17:48:23.765 -> S0.03 6.86 157.86 2.37,,,,
17:48:23.765 -> S-0.02 -5.67 158.32 2.37,,,,
17:48:23.765 -> S-0.06 -9.21 158.32 2.37,,,,
17:48:23.765 -> S-0.06 -8.97 158.32 2.37,,,,
17:48:23.765 -> S-0.05 -8.08 158.32 2.37,,,,
17:48:23.799 -> S-0.03 -7.00 158.32 2.37,,,,
17:48:23.799 -> S-0.02 -5.76 158.32 2.37,,,,
17:48:23.799 -> S-0.01 -4.58 158.32 2.37,,,,
17:48:23.799 -> S-0.01 -3.35 158.32 2.37,,,,
17:48:23.799 -> S-0.00 -2.52 158.32 2.37,,,,
17:48:23.834 -> S-0.01 -3.56 158.32 2.37,,,,
17:48:23.834 -> S-0.01 -4.22 158.32 2.37,,,,
17:48:23.834 -> S-0.02 -4.68 158.32 2.37,,,,
17:48:23.834 -> S-0.02 -5.16 158.32 2.37,,,,
17:48:23.834 -> S-0.02 -5.67 158.32 2.37,,,,
17:48:23.834 -> S-0.03 -6.01 158.32 2.37,,,,
17:48:23.868 -> S-0.03 -6.09 158.32 2.37,,,,
17:48:23.868 -> S-0.03 -6.03 158.32 2.37,,,,
17:48:23.868 -> S-0.02 -5.67 158.32 2.37,,,,
17:48:23.868 -> S-0.02 -5.32 158.32 2.37,,,,
17:48:23.868 -> S-0.02 -4.96 158.32 2.37,,,,
17:48:23.868 -> S-0.01 -4.61 158.32 2.37,,,,
17:48:23.904 -> S-0.01 -4.50 158.32 2.37,,,,
17:48:23.904 -> S-0.02 -4.81 158.32 2.37,,,,
17:48:23.904 -> S-0.02 -5.32 158.32 2.37,,,,
17:48:23.904 -> S-0.02 -5.84 158.32 2.37,,,,
17:48:23.904 -> S-0.03 -6.19 158.32 2.37,,,,
17:48:23.938 -> S-0.03 -6.51 158.32 2.37,,,,
17:48:23.938 -> S-0.03 -6.23 158.32 2.37,,,,
17:48:23.938 -> S-0.02 -5.59 158.32 2.37,,,,
17:48:23.938 -> S-0.02 -5.13 158.32 2.37,,,,
17:48:23.938 -> S-0.02 -5.06 158.32 2.37,,,,
17:48:23.938 -> S-0.02 -5.04 158.32 2.37,,,,
17:48:23.938 -> S-0.02 -5.18 158.32 2.37,,,,
17:48:23.973 -> S-0.02 -5.48 158.32 2.37,,,,
17:48:23.973 -> S-0.02 -5.67 158.32 2.37,,,,
17:48:23.973 -> S-0.02 -5.84 158.32 2.37,,,,
17:48:23.973 -> S-0.02 -5.88 158.32 2.37,,,,
17:48:23.973 -> S-0.02 -5.80 158.32 2.37,,,,
17:48:24.009 -> S-0.02 -5.65 158.32 2.37,,,,
17:48:24.009 -> S-0.02 -5.43 158.32 2.37,,,,
17:48:24.009 -> S-0.02 -5.20 158.32 2.37,,,,
17:48:24.009 -> S-0.02 -5.06 158.32 2.37,,,,
17:48:24.009 -> S-0.02 -5.18 158.32 2.37,,,,
17:48:24.009 -> S-0.02 -5.39 158.32 2.37,,,,
17:48:24.046 -> S-0.02 -5.63 158.32 2.37,,,,
17:48:24.046 -> S-0.02 -5.74 158.32 2.37,,,,
17:48:24.046 -> S-0.02 -5.72 158.32 2.37,,,,
17:48:24.046 -> S-0.02 -5.72 158.32 2.37,,,,
17:48:24.046 -> S-0.02 -5.67 158.32 2.37,,,,
17:48:24.046 -> S-0.02 -5.25 158.32 2.37,,,,
17:48:24.082 -> S-0.02 -5.11 158.32 2.37,,,,
